Name,Calories,Protein,Carbs,Fat
Kabanosy luksusowe Gold - Sokołów,423.0,23.0,1.0,36.0
Czekoladki mieszanka pralin - Magnetic,473.0,3.5,67.2,20.7
Ciasto Pijak,310.0,5.4,27.4,19.9
Dżem morelowy Apricot Jam - Tesco,246.0,0.5,59.7,0.1
Świeży sok jabłkowy - Cymes,44.0,0.0,10.0,0.0
Sos sałatkowy włoski - Knorr,460.0,0.0,7.0,48.0
Musli Cappuccino & Granola - Nestle,412.0,9.2,69.3,9.0
Kołacz,314.0,7.5,45.7,11.4
Płatki Granola owocowa Fruits Clusters - Tesco,440.0,8.8,65.8,15.4
Chipsy grubo ciachane paprykowe - Star Chips,520.0,6.0,57.0,30.0
Jogurt morelowy - Milko,78.0,2.9,12.0,2.0
Steki rybne - Frosta,213.0,14.0,12.0,12.0
Jogurt kremowy z jeżynami - Amores,116.0,3.5,19.7,2.6
Lody waniliowe w czekoladzie mlecznej z migdalami,340.0,4.3,27.4,22.4
Bułeczki chłopskie,302.0,8.0,40.6,12.5
Trec whey 100 pump - kokosowo-czekoladowy,353.0,81.0,5.0,1.0
"Sok owocowo-warzywny (jabłko,banan i marchewka) - Bobo Frut",50.0,0.5,11.4,0.1
Wafle w czekoladzie milk - Sonko,460.0,8.0,67.0,17.0
"Kiełbasa sucha krakowska ""Morliny""",212.0,28.0,0.2,11.0
Chipsy Tasty o smaku sera i szynki - Top,542.0,5.7,49.0,35.0
Pizza na grubym cieście,356.0,16.0,42.0,14.0
Serek Danio light o smaku waniliowym,89.0,5.9,10.8,2.4
"Maślanka jagodowa, brzoskwiniowa - Krasnystaw",60.0,3.0,9.9,0.9
Mleko kokosowe - Aroy-d,185.0,2.0,2.0,19.0
Gullon ciasteczka bezglutenowe,474.0,4.9,72.0,18.0
Szprot podwędzany w sosie pomidorowym - Neptun,148.0,12.0,4.8,9.0
Ser żółty rolada ustrzycka - Bluedino,238.0,28.0,0.0,14.0
Serek homogenizowany bananowy,127.0,5.5,14.9,5.0
Kiełbasa w plastrach Chorizo - Lidl,442.0,22.8,0.7,38.7
Słonecznik Turecki solony z przyprawami - Słonpol,556.0,24.3,24.6,42.7
Ciasteczka makaroniki kokosowe bezglutenowe - Tkmaxx,489.0,10.2,56.0,24.4
Kotlet z fileta grillowany,123.0,25.8,0.0,4.9
Lody kubek - Koral,184.0,2.5,23.6,8.7
Mięso wieprzowe Leberkase (pieczeń),308.0,10.3,0.2,30.0
Szybki Sernik na zimno z prawdziwą wanilią (po przyrządzeniu),158.0,7.2,21.3,4.9
Zakwas Żurek staropolski 500 ml,43.0,1.0,9.0,0.0
Pasta z tuńczykiem,361.0,53.0,25.0,5.0
Polędwica z tuńczyka grillowana,132.0,28.0,0.0,1.3
Naleśniki z serem - Wiejska Chata,169.0,7.8,21.0,5.7
Posypka do deserów fit,427.0,1.7,89.0,3.6
płatki jaglane z ananasem i śliwką,363.0,9.4,73.7,1.9
Sok multiwitamina - Dr.Witt,41.0,0.2,9.9,0.1
Tatar z łososia,341.0,11.0,0.0,33.0
Jogurt owocowy 0% - Mlekovita,39.0,3.5,6.0,0.1
Sok jabłko i malina 100% - Bobo Frut,45.0,0.3,10.4,0.0
Zapiekanka z warzywami i mięsem - kociołek,94.0,5.0,7.0,5.0
Pure whey 100% (czekolada),403.0,78.0,10.0,6.7
Galaretka z pianką cytrynowa - Winiary,67.0,1.7,12.4,1.2
Pasztet drobiowy z czosnkiem - Profi,212.0,8.2,5.0,18.0
Jogurt Twist malinowy - Bakoma,74.0,2.9,11.6,1.8
Jogurt Jogobella 8 zbóż jabłko gruszka - Zott,107.0,3.6,16.7,2.6
Gulasz z kaszą jeczmienną,117.0,5.0,15.0,4.0
Jogurt Activia naturalny i brzoskwinie - Danone,89.0,3.9,11.9,2.9
Sok z ananasa wyciskany,50.0,0.4,11.4,0.1
Gyros z baraniną,143.0,9.0,19.8,2.8
Sos boloński - Winiary,51.0,1.2,9.3,0.7
Gyros z wołowiną,153.0,11.8,19.8,2.3
Wiśnie w czekoladzie - Jutrzenka,419.0,2.6,65.0,15.0
Herbatniki Floretki z przyprawami korzennymi,469.0,6.6,71.5,19.3
Mała muffinka Raspberry - Aldi,94.0,1.0,13.0,5.0
Czarna Fasola - Kier,74.0,5.3,8.2,0.8
Dżem niskosłodzony brzoskwiniowy - Rapsodia,156.0,0.4,38.0,0.1
Pieczywo chrupkie żytnie - Finn Crisp,310.0,10.0,62.0,1.9
Ryż biały długoziarnisty - Supreme,341.0,7.0,77.0,0.0
Zupa z ciecierzycy i pomidorów,64.0,3.5,4.8,4.0
ciastka zbożowe z jabłkami (biedronka),464.0,7.9,62.0,19.0
Ser podpuszczkowy Skrzat - Lidl,343.0,25.0,0.0,27.0
Ser Mozzarella - Lifetime,177.0,27.6,11.7,2.2
Baton szyszka - Legal Cakes,181.0,12.0,31.0,1.0
Serek wiejski ziarnisty Trzebowniska - Mlekovita,138.0,13.0,3.5,8.0
grochowa wegetariańska,32.0,1.0,6.0,1.0
"Mieszanka bakaliowa słoneczne trio - rodzynki, miechunka, żurawina - Bakalland",310.0,3.0,66.0,1.6
Naleśniki ze szpinakiem z sosem beszamelowym,192.0,6.6,19.6,9.9
Wafle paprykowe,414.0,7.9,73.0,9.3
Biszkopty - Starletki,376.0,9.6,74.0,4.5
Wafelki familijne gofrowe waniliowe,525.0,7.5,61.0,28.0
Wafle ryżowe standardowe,378.0,8.2,79.5,2.3
Pasztet kresowy ze śliwką,220.0,11.0,5.2,17.0
Zapiekanka kalafiorowa,180.0,6.0,20.0,10.0
Flaczki wieprzowe w sosie pomidorowym - Pudliszki,52.0,5.0,4.0,2.0
Ryba w galarecie - Tesco,52.0,7.2,3.7,1.3
Praliny Delissimo z kremem orzechowym i chrupkami - Vobro,544.0,10.3,49.4,33.4
ser ricotta galbani,169.0,8.0,5.0,13.0
Jogurt truskawkowy - Aktiplus,75.0,3.0,13.5,0.8
Deser jogurtowy Owocowa Wyspa wiśnia - Zott,109.0,3.7,18.5,2.2
Zupa grochowa wegetariańska,77.0,4.0,13.0,1.0
Deser jogurtowy z gruszkami Polskie Smaki - Bakoma,71.0,2.1,12.7,1.3
Pieczywo chrupkie błonnikowe wieloziarniste z otrębami - Tovago,360.0,11.0,70.0,1.4
Serdelki z kurcząt 285g - Drobimex,204.0,12.0,3.0,16.0
Dżem truskawkowy - Grados,121.0,1.0,29.0,4.0
Sałatka warzywna (z mięsem),128.0,6.2,7.2,8.0
Błonnik z ekstraktem z zielonej herbaty,371.0,13.0,62.0,2.9
AMIX Whey Pure Fusion Protein,374.0,75.0,7.8,4.7
Jogurt Twist z owocami lesnymi,79.0,2.9,12.8,1.8
Serek kanapkowy sojowy - Valsoia,209.0,2.9,1.8,20.0
Popcorn solony - Max Snack,483.0,10.0,55.0,23.0
Ser śmietankowy twarogowy - Mleczarnia Piaski,237.0,16.5,2.4,18.5
Wegańska kanapka z serkiem i ogórkiem,145.0,7.0,24.0,3.0
Szynka Westfalska wędzona,214.0,21.0,1.0,14.0
Mleczny ryż z kawałkami jabłek i cynamonem,110.0,2.7,21.7,1.3
Chleb Fitness Style ze śliwką - Schulstad,201.0,5.7,37.2,1.4
Paella  z owocami morza - Culinea,102.0,5.2,13.1,2.9
Sałatka z serem białym typu śródziemnomorskiego - Vital Fresh,133.0,3.9,1.9,12.0
Jogurt owocowy - Kaufland,85.0,3.7,14.0,1.5
"Sok wyciskany w domu z cytryny, jabłka, winogron i moreli",47.0,0.2,11.3,0.1
Czekolada Daim - Milka,525.0,5.4,59.0,29.5
Lody Magnum Double Peanut Butter,336.0,4.2,32.0,21.0
Chipita 7 Days Croissants z czekoladą,452.0,7.0,44.0,26.0
Kakao naturalne (proszek) - Wawel,252.0,22.5,13.6,10.0
Sałatka z tuńczykiem i soczewicą II,73.0,7.8,12.4,1.1
Salami paprykowe w plasterkach 100g - Bio Vege,275.0,32.9,4.8,13.8
Filety śledziowe śródziemnomorskie z bazylią i pomidorami,299.0,11.9,5.6,25.4
Zupa z marchwii i czerwonej soczewicy - Biedronka,52.0,3.5,6.6,0.7
lody waniliowe z lidla,160.0,1.7,21.9,7.2
Jajka z chrzanem,158.0,8.0,7.0,11.0
Sałatka warzywno jajeczna,226.0,2.5,9.3,19.5
Filety z makreli w sosie pomidorowym BMC,189.0,11.0,6.0,14.0
Sos malinowy - Tymbark,255.0,0.0,62.0,0.0
Kompot wieloowocowy kuchnia eksperta,47.0,0.9,9.0,0.4
Serek kanapkowy z ogórkiem i koperkiem - Hochland,254.0,6.0,7.0,24.0
Kiełbasa brocka,210.0,18.4,0.0,15.3
Kiełbaski z szynki - Tarczyński,300.0,13.2,1.0,27.0
Pasta z awokado i makreli,165.0,10.0,7.0,12.0
Płatki granulat otrębowy z dodatkiem błonnika jabłkowego - Granex,328.0,9.7,56.9,3.4
Kebab z warzywami,74.0,5.6,11.1,0.5
Chipsy wielozbożowe wiosenna cebulka - Sunbites,480.0,7.0,62.0,22.0
Płatki Corn Flakes - Smako,384.0,8.4,81.8,2.1
Margaryna wegańska Vitaquell omega 3,632.0,1.0,0.3,70.0
Chleb Walnötsbröd - Lidl,300.0,9.4,47.1,7.4
Dynia mrożona - Hortex,33.0,1.3,4.9,0.5
Sos koperkowo-ziołowy gotowy,460.0,0.4,6.0,48.0
Gorąca czekolada DecoMoreno (25g+150ml wody),101.0,1.7,20.0,1.4
Pasta pomidorowa bruschetta,117.0,2.4,4.3,9.3
Pulpeciki drobiowe,158.0,17.3,6.0,7.2
Filety śledziowe w sosie śmietanowym - Seko,236.0,4.7,6.4,21.0
Ser topiony Gouda - Lactima,259.0,12.0,5.4,21.0
Chleb żytni słodowy - Kołodziej,239.0,7.0,46.0,1.0
Biszkopt z jabłkiem,151.0,2.8,31.0,1.7
Pestki słonecznika łuskanego - Japar,646.0,10.0,12.0,60.0
Makaron durum Cavatappi - Biedronka,353.0,13.0,68.0,1.9
Ser topiony lekki,146.0,12.0,5.3,8.7
Chleb fitness Galeria Wypieków - Lubaszka,336.0,13.9,21.7,19.5
Zupa fasolowa (mrożonka),80.0,6.0,7.0,5.0
Serek wiejski z warzywami,97.0,11.0,2.0,5.0
Kasza jęczmienna perłowa - Plony Natury,343.0,8.0,69.0,2.0
Wafel CzekoWafel XXL - Wedel,530.0,7.2,57.0,30.0
Kotlety z kalafiora i kaszy jaglanej pieczone bez tluszczu,507.0,24.0,76.0,12.0
Sałatka warzywna z groszkiem - Seko,177.0,2.1,14.0,12.0
Ser tostowy,334.0,25.0,0.0,26.0
Śmietanka sojowa,164.0,3.4,3.0,16.0
Ryż preparowany,368.0,6.3,84.6,0.3
Ser pleśniowy Gorgonzola Dop dolce miękki łagodny - Igor,323.0,19.0,1.0,27.0
Ryż - NaturReis,360.0,7.5,75.0,2.5
Chleb - Vital & Fit,253.0,8.5,40.0,5.0
Ciastka Florentynki,561.0,12.0,50.0,34.0
Chleb białkowy Eiweissbrot - Mestemacher,261.0,20.7,12.6,12.2
Ciastka Migdałowe Iwony,500.0,0.4,60.0,30.0
Sałatka z serem mozzarella - Fit & Easy,131.0,5.5,6.5,9.0
Szynka Hinter Kochschinken,109.0,19.5,0.9,3.0
Musli śliwka & zboża - Pilos,91.0,2.6,14.6,2.5
Sok pomarańczowy pasteryzowany - Toma,44.0,1.0,10.0,0.0
Sos Tzatziki Eridanous - Lidl,123.0,4.0,6.9,8.8
Baton Bakoma Men,406.0,25.0,43.0,17.0
Sok z selera,13.0,1.0,3.6,0.0
Baton musli orzech arachidowy i laskowy - Vitanella,478.0,11.0,54.0,23.4
flexit liquid,81.0,2.0,18.0,0.0
Serek wiejski lekki ze szczypiorkiem Mlekovita,78.0,10.6,2.3,2.9
Sałatka grillowa a la tzatziki - Lisner,248.0,1.1,13.0,21.1
Zapiekanka z pieczarkami Rigga - Dr. Oetker,256.0,8.2,35.6,8.6
Chleb - Wita,255.0,9.1,37.0,6.3
Jogurt naturalny grecki - Eridanous,105.0,3.2,3.8,8.5
Filet z makreli w sosie pomidorowym - biedronka (amerigo),245.0,9.2,4.8,21.0
Jogurt naturalny low fat - Milbona,51.0,4.2,8.0,0.1
Kefir o smaku waniliowym,68.0,3.0,11.0,1.3
Wołowina antrykot (smażony),220.0,30.4,0.0,10.2
Baton musli orzechowy w polewie czekoladowej,409.0,7.9,60.9,13.2
Sałatka Gumowskiej - płatki,375.0,13.0,55.0,10.0
Sałtka Gumowskiej - dodatki,429.0,7.0,63.0,16.0
Szarlotka owsiana,86.0,5.0,13.0,2.0
Jogurt Jogobella z musli śliwki i daktyle - Zott,110.0,3.8,16.1,2.9
groszek zielony mrożonka Bonduelle,70.0,5.0,9.0,1.0
"Sok Vitaminka jabłko, marchewka, truskawka - Hortex",42.0,0.6,9.0,0.4
Baton Ba! Banan - Bakalland,432.0,4.5,72.0,14.0
Jogurt z ziarnami - Danone,98.0,4.1,13.5,2.9
Lody Algida Śmietankowa Trio Biscotta,160.0,2.5,26.0,5.0
Popcorn mikrowellen salzig (popcorn z mikrofali solony),394.0,9.0,53.0,15.0
Granola fruit,431.0,7.6,66.0,14.0
"Twaróg Kvarg 0,2% - ICA",64.0,12.0,3.3,0.2
Deser mleczny - Dessella,123.0,2.7,17.0,4.9
Maliny suszone,363.0,2.5,90.0,1.3
Śledzik na raz w sosie śmietanowym z grzybami - Lisner,301.0,5.4,5.9,28.4
Lody Sorbet z wiśni - Grycan,117.0,0.4,28.1,0.2
Czekolada jogurtowo-truskawkowa - Schogetten,564.0,6.5,53.0,36.0
lody jogurtowe z miodem i orzechami pini Lidl,218.0,3.8,30.0,9.1
Lasagne - Lidl,159.0,9.0,13.5,7.5
"Ziemniaki z wigilijnym bigosem (2:1) - śląskie danie ""Pańczkraut""",67.0,1.9,13.9,0.4
Filet z kurczaka w sosie własnym w puszce (wysoka zawartość białka) - NikFood,113.0,26.0,0.4,1.0
Chleb naturalny fitness orzechowy - Lubaszka,328.0,9.7,33.0,15.0
polędwica z dorsza atlantyckiego w sosie pomidorowym z bazylią OCEAN PRIDE,69.0,7.0,3.5,3.0
"Kotlet ""mielony"" z kaszy gryczanej 100g, pieczarek 160g, cebuli 60g +i 2 jaj",168.0,5.2,6.3,13.6
Warzywa na patelnię po hiszpańsku - Proste Historie,55.0,1.9,8.7,1.0
Zupa brokułowa z bulionem (d'aucy),32.0,2.3,4.6,0.5
Seitan naturalny,135.0,21.3,8.2,1.7
Pasztet z pieczarek,200.0,8.0,5.8,15.0
Pizza z salami surowa,237.0,10.0,26.0,10.0
Kebab arabski mieszane mięso,127.0,6.8,12.0,5.5
Mleko sojowe - Sante,39.0,3.0,3.0,2.0
Płatki drożdżowe - Bio Planet,342.0,28.0,32.0,6.0
Babeczka Muffin Bio,469.0,9.0,56.0,24.0
Ciasto francuskie (Auchan),378.0,4.9,33.0,23.0
Fasola adzuki (ugotowana),133.0,8.1,20.2,0.4
Pizza Ristorante Mozzarella - Dr. Oetker,253.0,9.8,25.6,12.1
Kanapka kurczak teryaki - Subway,135.0,10.0,21.0,2.0
Mango suszone - Lidl,323.0,2.0,72.0,1.0
Ryba faszerowana,180.0,12.3,19.6,6.1
Pastella z makreli - Lisner,485.0,5.3,7.6,48.0
Pasztet z makreli,215.0,18.0,0.0,16.0
Baton energetyczny - Agisko,380.0,8.3,71.7,6.7
Chipsy Strong - Lay's,514.0,6.4,52.0,30.0
Oliwki czarne drylowane - Figaro,137.0,0.5,0.0,14.6
Truskawka liofilizowana Frupp - Celiko,320.0,8.0,55.0,4.0
Sok wieloowocowy,52.0,0.5,12.0,0.1
Czekolada mięta Krokant - Lidl,518.0,5.0,59.0,29.0
Pomidory smażone w kartonie,79.0,1.5,10.0,3.5
Pędy bambusa (surowe),27.0,2.6,5.2,0.3
Dżem z fig niskosłodzony - Owocowa Rozkosz,152.0,0.5,36.5,0.5
Wafelek Prince Polo karmelowe,530.0,5.7,61.5,28.5
Zupa grzybowa bez przypraw FROSTA,47.0,2.0,8.0,0.0
Sałatka pomidor ogórek 0%,23.0,2.0,4.0,0.0
Jajka faszerowane,161.0,7.0,3.0,13.0
Ciasto Brownie Wegan,458.0,7.4,39.9,30.9
Kiełbaski Norymberskie,349.0,14.0,1.0,32.0
Kawa (mrożona),1.0,0.1,0.0,0.0
"Sok multiwitamina z jabłek, marchwi i malin Vitaminka - Hortex",44.0,0.0,10.9,0.0
Mleko w proszku odtłuszczone Instant - Mlekovita,320.0,30.0,47.0,1.0
Pierogi ruskie - Kotwica,171.0,5.4,32.8,1.8
Serek zakopiański Światowid - Biedronka,271.0,25.0,0.0,19.0
Baton bio musli z goją,372.0,9.1,70.6,7.7
Ryż wiśniowy,108.0,3.1,19.0,2.2
Napój Smoothie,54.0,0.6,11.8,0.2
Lody Grand ajerkoniak,272.0,3.2,25.3,17.6
Kakao ForFit (ziarno),588.0,12.0,8.0,53.0
Sok wieloowocowy 100% tłoczony - Sady Wincenta,36.0,0.1,8.9,0.0
Płatki owsiane górskie extra - Młyn Stoisław,375.0,12.0,62.0,7.2
Krab ugotowany,83.0,17.9,0.0,0.7
Tuńczyk z warzywami Mexicana,224.0,10.0,5.9,17.0
Jogurt Activia wiśniowy - Danone,94.0,4.0,14.0,3.0
Baton Fig Bar z malinami - Nature's Bakery,380.0,6.0,70.0,9.0
Dorsz ze szpinakiem,72.0,12.5,0.9,2.0
Bagietka orkiszowa,269.0,11.0,37.0,8.0
Paluchy z dodatkiem czarnych oliwek Grissini,448.0,10.0,68.0,14.0
Ciasteczka owsiane z cynamonem,320.0,7.1,75.4,0.5
Ryba z pieca z sosem prowansalskim - Frosta,123.0,13.6,3.3,6.2
Majonez niskotłuszczowy - Mosso,433.0,1.0,6.0,45.0
Ryba z pieca z sosem pesto - Frosta,129.0,10.9,5.1,7.1
Czekolada Finest Dark Chocolate 74% - Bellarom,549.0,10.2,23.6,42.8
Płatki owsiane z mlekiem i wiśniami  - NesVita,393.0,11.2,69.1,6.7
Schab w plastrach - Mazury Ełk,111.0,19.0,1.3,3.4
Paluszki beskidzkie o smaku ser cebulka,397.0,9.9,75.0,5.5
Serek w plastrach Tost - Hochland,321.0,14.0,6.0,27.0
Cukierki Daim,545.0,3.1,60.5,32.0
Endywia (Cykoria),17.0,1.3,3.4,0.2
Jesiotr (pieczony),110.0,16.0,0.0,5.0
Drożdżówka Brioche - Tesco,283.0,6.5,49.5,6.3
Sos 5 smaków,72.0,0.8,13.2,1.6
Czekoladki z nadzieniem Tiramisu - Wawel,507.0,5.1,58.0,27.0
Sok z owoców i warzyw z chili,24.0,1.3,4.3,0.2
Napój izotoniczny Zero - Oshee,1.0,0.0,0.0,0.0
Szynka pieczona Baklunder Wurstfabrikation - Aldi,107.0,21.0,1.0,2.0
Ciastka Vitalki,475.0,8.8,57.9,21.7
Kamyki Orzechowe - Jutrzenka,497.0,16.0,53.0,27.0
Baranina (mięso mielone),282.0,16.6,0.0,23.4
Czosnek marynowany,205.0,2.0,35.0,6.0
Sok jabłkowo porzeczkowy - Viva Natura,38.0,0.5,9.0,0.0
"Sok jabłko, brzoskwinia, morela 100% - Vital Fresh",46.0,0.0,11.0,0.0
Chleb śniadaniowy,275.0,3.6,48.5,6.0
Chleb z kiełkami pszenicy,252.0,8.2,48.0,1.3
Orzechy laskowe w czekoladzie - Eurohansa,510.0,8.0,43.6,34.0
Płatki Nesquik Duo - Nestle,392.0,7.8,76.3,4.8
Kasza gryczana - Spar,344.0,13.0,63.0,3.1
Sorbet truskawkowy - So fruity!,121.0,0.3,29.0,0.5
Siemię lniane złociste,534.0,18.0,29.0,42.0
Zupa jarzynowa 55g (po przyrządzeniu) - Winary,21.0,0.8,3.8,0.2
Makaron krajaneczka - Lubella,359.0,12.0,72.0,0.6
Biszkopty z galaretką,359.0,4.0,70.0,6.5
Ryż Risotto - Tesco,364.0,7.0,82.0,0.0
Wafelki o smaku śmietankowym Wadowice - Skawa,515.0,5.3,65.0,26.0
Wafle ryżowe ze słonecznikiem - Britta,394.0,8.0,75.0,6.0
Dżem Vitrac diet,160.0,0.0,40.0,0.0
Śledź w oleju i chili,232.0,15.0,0.5,19.0
Twaróg tłusty - Kaufland,163.0,17.2,3.4,9.0
Jogurt Activia Brzoskwinia-Mango - Danone,74.0,3.0,12.0,1.6
Burger wegetariański - sojowy,214.0,19.0,10.0,10.0
Pita pszenna z czosnkiem i kolendrą,244.0,9.7,47.3,1.1
Śledzik na raz w sosie pomidorowo-ziołowym - Lisner,114.0,7.4,8.6,5.4
MACA Z POMIDORAMI I BAZYLIĄ CHABER,357.0,10.0,75.0,0.7
Herbatniki - Bagatelka,399.0,6.6,72.0,8.8
Kanapka Bacon&Cheese Whopper - Burger King,223.0,10.3,15.5,13.2
Chrupki plecionka kukurydziana,393.0,8.0,88.0,1.0
Marwit zupa krem z marchewski,36.0,0.7,5.3,0.9
Jogurt wanilia - Optimel,38.0,3.3,5.1,0.0
Serek śmietankowy Fromaggio z papryką 150 g (w plastrach) - Tesco,236.0,6.0,3.0,22.0
Chipsy Crunchips chakalaka - Lorenz,507.0,6.0,53.0,29.0
Kasza gryczana prażona - Biedronka,367.0,13.0,69.0,3.0
Płatki Multi Fit pszenno-ryżowe jogurtowe - Bruggen,399.0,7.7,78.7,5.0
Makaron kokardki Pastani (nieugotowany),353.0,13.0,66.0,1.9
Kruche ciasteczka zbożowe naturalne Kupiec,461.0,9.0,61.0,18.0
Sos czosnkowy - Heinz,252.0,1.5,12.0,22.0
Sok jabłkowy (koncentrat),373.0,1.0,92.0,0.0
Żurawina suszona z sokiem z granatu - Bakalland,343.0,0.1,80.0,0.5
Twaróg półtłusty - Klimeko,131.0,19.0,3.7,4.0
Pasztet z warzyw - Fit-Bomba,133.0,3.8,12.6,7.6
Ser podpuszczkowy dojrzewający 12 miesięcy,385.0,31.0,0.5,29.0
Zupa zacierkowa z zasmażką na maśle,55.0,1.0,7.0,2.5
Wafle torcikowe śmietankowe - E. Wedel,555.0,5.9,60.0,32.0
Lody Intenso Gold Tiramisu - Zielona Budka,111.0,1.0,15.0,5.1
Chrupki Monster Munch - Lorenz,518.0,4.2,53.0,31.0
Płatki śniadaniowe - Weetabix,362.0,12.0,69.0,2.0
Mleko sojowe - Pro soya,29.0,4.5,1.4,0.6
Ryż pełnoziarnisty (nieugotowany) - Favorit,340.0,7.5,71.0,3.0
Naleśniki ze szpinakiem - Tesco,138.0,4.7,18.0,5.0
Dżem granat z maliną - St. Darfur,232.0,0.5,56.0,0.8
Piwo Fosters Radler,42.0,0.0,8.0,0.0
Piwo Corona,42.0,0.0,14.0,0.0
Sos do spaghetti pomidorowo-śmietanowy - Dawtona,57.0,1.1,8.6,1.9
Iced Coffee White/Classic - Kruger,395.0,1.0,97.0,1.0
Sałatka z tuńczyka i kaszy kuskus - Saupiquet,238.0,10.0,15.0,15.0
Bulion do warzyw - Knorr,5.0,0.1,0.3,0.5
Serek homogenizowany naturalny - Tutti,51.0,7.3,5.0,0.5
Sałatka z ananasem,146.0,4.0,10.0,11.0
Baton 7 zbóż w polewie jogurtowej brzoskwiniowy - Bakoma,382.0,4.9,62.7,10.9
Sałatka z łososia po meksykańsku - Graal,83.0,4.5,8.6,3.0
Sos sałatkowy,275.0,1.5,13.3,24.6
Płatki ryżowo-pszenne z truskawkami i czekoladą (VitelleFit),392.0,8.9,76.6,4.5
Aquafaba (wegański majonez bez soi),18.0,1.0,2.9,0.2
Zupa z kurek kremowa,60.0,1.0,6.0,3.5
Dorsz w panierce,216.0,17.0,10.0,13.0
Czekolada Marzipan - Ritter Sport,484.0,6.0,53.0,27.0
Pasta z tuńczyka princes,205.0,12.6,5.5,14.1
Pasta z ostrych papryczek chilli Harissa - Sandra,41.0,2.2,1.2,2.2
Sałatka z kapusty Jumbo,38.0,0.8,6.9,0.2
Sardynki w sosie pomidorowym Amerigo,206.0,14.0,5.4,14.0
Tortilla z hummusem,87.0,4.0,13.0,3.0
Ciasto Brownie jaglane,212.0,10.0,23.0,9.0
Galaretka z kurczaka Moniki,76.0,11.0,1.0,4.0
Majonez zwykły,663.0,1.0,3.1,71.8
Kawa zbożowa Caro z cukrem i mlekiem 2% - Nestle,85.0,1.2,16.1,1.7
Deser Riso o smaku czekoladowym - Muller,110.0,3.3,18.3,2.5
Serek kremowy (musztarda i miód) Apetina - Arla,197.0,7.3,7.7,15.0
GO ON protein baton Vanilla + Insulin,437.0,19.3,42.0,19.9
Zupa błyskawiczna ostro-kwaśna,73.0,1.3,9.3,3.4
Ser wiedeński Ricotta,151.0,9.7,3.3,11.0
Baton owocowy z dodatkiem jabłek i malin - Vitanella,65.0,0.4,13.0,0.7
Filety śledziowe w sosie śmietanowym - Marinero,310.0,6.0,4.0,30.0
Zupa pomidorowa z ryżem i indykiem,395.0,22.2,44.9,13.6
Chleb tosotowy - Biedronka,265.0,7.8,51.5,2.6
ZUPA KREM Z MARCHEWKI Z KOLENDRĄ MARWIT,35.0,0.7,5.1,0.9
ciastka w czekoladzie,418.0,4.3,64.0,15.0
Sok Vita Complex banan dynia cytryna - Tymbark,43.0,0.0,10.0,0.0
Mieszanka chińska - Eco,62.0,2.0,12.0,0.0
Kiełbaska vege biała,168.0,17.0,8.0,8.0
Sos Pomidorowy pikantny Combino - Lidl,51.0,1.3,5.9,2.1
Żeberka,277.0,15.0,0.0,23.0
Dżem czarny bez - Łowicz,154.0,1.0,34.0,1.0
Kaszka manna (ugotowana) - Lidl,137.0,3.4,15.0,7.0
Baton zbożowy Musli śliwka i żurawina - Oshee,403.0,5.1,69.1,10.8
Sałatka hetmańska - Rolnik,43.0,1.2,7.3,0.6
Jogurt naturalny - Milbona,75.0,5.0,4.7,3.8
lody sorbet porzeczkowy SORBETTO,120.0,0.8,28.0,0.0
pierogi z grzybami Iglotex,155.0,4.3,30.4,1.3
Jogurt zielony - Yeo Valley,82.0,4.6,6.5,4.2
Dorsz bałtycki filety - Tesco,73.0,17.0,0.0,0.6
Kasza Bulgur Mix - Monini (nieugotowana),352.0,14.1,60.3,3.7
FruVita Jogurt pitny brzoskwiniowy,81.0,2.9,12.8,2.0
fasolka żółta Bonduelle,28.0,1.5,3.4,0.2
Jogurt Fantasia white  - Danone,146.0,3.1,14.2,8.5
Amarantuski orzechowe,413.0,13.0,64.0,10.0
Ryż na mleku Riso light - Muller,76.0,3.1,10.7,2.3
Deser Pierot - Olma,146.0,2.2,17.8,7.5
Chleb dietetyczny z fasoli,215.0,20.0,20.0,8.0
Napój Kakaowy Mix Fix - Kruger,375.0,3.5,84.0,2.3
Ciastka cookies - Milka,495.0,5.8,62.0,24.5
Kurczak Tikka Masala,234.0,16.2,23.0,8.9
Ciastko Biskwit z bitą śmietaną i owocami,107.0,2.0,16.6,3.7
Dżem morelowy - Łowicz,142.0,0.5,35.0,0.5
Hamburgare orginal - ICA,180.0,12.0,0.5,15.0
Batonik w czekoladzie ciemnej Fondente Dark Noir - Loacker,520.0,7.2,52.0,30.0
Chleb ProFit - SPC,308.0,24.4,6.6,17.9
Pieczywo chrupkie z kminkiem - Finn Crisp,339.0,10.0,59.0,2.6
Symbio Ciastka Owsiane,461.0,7.1,60.0,21.0
kasza manna do mleka,341.0,11.0,72.0,0.6
Chrupki Maczugi keczupowe - Mr. Snaki,492.0,6.0,62.0,24.0
Chipsy Chipsletten - Lorenz,515.0,4.3,58.0,29.0
Amur pieczony w folii,83.0,17.8,0.0,1.3
Zupa krem brokułowy - Biedronka,22.0,1.0,3.0,1.0
Kawa mrożona Satino Coffee Latte - Bakoma,61.0,3.1,9.3,1.3
Baton fitness delice milk chocolate - Nestle,383.0,6.2,67.6,7.4
Mięso Mielone INDYK (Indrol),238.0,12.0,2.0,20.0
Wątroba cielęca,129.0,18.9,4.0,4.1
